Date,Open,High,Low,Close
2025-06-16,342.0,353.0,336.0,352.6000061035156
2025-06-17,350.0,355.75,342.3999938964844,344.1499938964844
2025-06-18,341.0,350.0,339.8999938964844,348.95001220703125
2025-06-19,348.0,350.0,336.0,336.54998779296875
2025-06-20,345.5,350.0,336.1000061035156,347.95001220703125
2025-06-23,347.95001220703125,365.29998779296875,341.1499938964844,365.1499938964844
2025-06-24,383.3999938964844,383.3999938964844,370.0,383.3999938964844
2025-06-25,402.54998779296875,402.54998779296875,391.5,402.54998779296875
2025-06-26,422.6499938964844,422.6499938964844,409.95001220703125,422.6499938964844
2025-06-27,431.1000061035156,431.1000061035156,431.1000061035156,431.1000061035156
2025-06-30,439.70001220703125,439.70001220703125,439.70001220703125,439.70001220703125
2025-07-01,448.45001220703125,448.45001220703125,448.45001220703125,448.45001220703125
2025-07-02,445.1000061035156,457.3999938964844,440.0,445.1000061035156
2025-07-03,442.0,444.0,440.0,442.0
2025-07-04,433.20001220703125,440.0,433.20001220703125,433.20001220703125
2025-07-07,424.54998779296875,432.0,424.54998779296875,424.54998779296875
2025-07-08,416.04998779296875,422.3999938964844,416.04998779296875,416.04998779296875
2025-07-09,410.0,418.0,410.0,410.0
2025-07-10,415.0,415.0,410.0,415.0
2025-07-11,406.75,414.0,406.75,406.75
2025-07-14,410.0,414.79998779296875,410.0,414.79998779296875
