Date,Open,Close
2021-01-01,184.0,184.25
2021-01-02,184.53,184.33
2021-01-03,185.07,184.42
2021-01-04,185.6,184.5
2021-01-05,184.85,185.0
2021-01-06,186.05,185.0
2021-01-07,185.8,187.8
2021-01-08,184.6,187.0
2021-01-09,185.57,187.0
2021-01-10,186.53,187.0
2021-01-11,187.5,187.0
2021-01-12,193.05,187.5
2021-01-13,188.7,194.6
2021-01-14,189.9,192.0
2021-01-15,186.1,192.6
2021-01-16,185.28,190.75
2021-01-17,184.47,188.9
2021-01-18,183.65,187.05
2021-01-19,185.4,183.7
2021-01-20,184.85,187.0
2021-01-21,183.05,188.5
2021-01-22,183.35,183.05
2021-01-23,182.52,185.03
2021-01-24,181.68,187.02
2021-01-25,180.85,189.0
2021-01-26,179.65,184.95
2021-01-27,178.45,180.9
2021-01-28,177.15,180.0
2021-01-29,177.45,180.0
2021-01-30,178.52,180.6
2021-01-31,179.58,181.2
2021-02-01,180.65,181.8
2021-02-02,182.75,182.5
2021-02-03,185.05,184.75
2021-02-04,182.75,186.0
2021-02-05,180.75,184.9
2021-02-06,182.97,184.77
2021-02-07,185.18,184.63
2021-02-08,187.4,184.5
2021-02-09,184.5,188.05
2021-02-10,186.7,186.0
2021-02-11,186.1,186.0
2021-02-12,181.45,184.95
2021-02-13,180.73,183.78
2021-02-14,180.02,182.62
2021-02-15,179.3,181.45
2021-02-16,179.55,179.3
2021-02-17,183.3,181.6
2021-02-18,183.9,183.0
2021-02-19,183.45,183.95
2021-02-20,182.02,184.47
2021-02-21,180.58,184.98
2021-02-22,179.15,185.5
2021-02-23,181.15,179.5
2021-02-24,182.75,184.8
2021-02-25,184.3,184.9
2021-02-26,190.6,184.0
2021-02-27,196.05,187.22
2021-02-28,201.5,190.43
2021-03-01,206.95,193.65
2021-03-02,206.65,210.0
2021-03-03,204.7,205.1
2021-03-04,205.15,202.05
2021-03-05,197.95,206.0
2021-03-06,199.72,205.95
2021-03-07,201.48,205.9
