Date,Open,High,Low,Close
2023-09-22,134.5,146.60000610351562,127.25,143.39999389648438
2023-09-25,143.1999969482422,153.35000610351562,141.5,150.8000030517578
2023-09-26,149.89999389648438,154.39999389648438,147.64999389648438,149.89999389648438
2023-09-27,149.10000610351562,150.39999389648438,142.25,147.0
2023-09-28,147.0,149.75,145.75,147.60000610351562
2023-09-29,149.39999389648438,155.89999389648438,148.35000610351562,149.85000610351562
2023-10-03,150.0,153.10000610351562,148.0,151.8000030517578
2023-10-04,150.85000610351562,152.6999969482422,146.0,148.0500030517578
2023-10-05,149.39999389648438,170.85000610351562,149.0,162.10000610351562
2023-10-06,163.8000030517578,167.89999389648438,161.35000610351562,164.9499969482422
2023-10-09,160.25,165.89999389648438,153.0500030517578,155.1999969482422
2023-10-10,157.5500030517578,164.89999389648438,156.85000610351562,162.9499969482422
2023-10-11,164.8000030517578,167.8000030517578,157.0,158.60000610351562
2023-10-12,154.25,163.8000030517578,154.25,158.75
2023-10-13,158.0,159.85000610351562,153.5,155.4499969482422
2023-10-16,157.0,159.64999389648438,153.0,154.5
2023-10-17,155.0,157.9499969482422,147.10000610351562,150.35000610351562
2023-10-18,150.5500030517578,154.5500030517578,145.60000610351562,147.75
2023-10-19,147.89999389648438,154.5,147.89999389648438,148.85000610351562
2023-10-20,148.10000610351562,148.9499969482422,143.5,145.0500030517578
2023-10-23,146.8000030517578,152.0,138.0,139.9499969482422
2023-10-25,142.0,146.4499969482422,137.0,140.4499969482422
2023-10-26,141.75,151.4499969482422,137.8000030517578,150.0500030517578
2023-10-27,150.0,153.6999969482422,148.0,151.6999969482422
2023-10-30,151.75,152.35000610351562,149.0,150.0500030517578
2023-10-31,150.0,152.10000610351562,147.14999389648438,148.89999389648438
2023-11-01,149.0500030517578,150.85000610351562,147.9499969482422,149.0500030517578
2023-11-02,150.10000610351562,152.0,148.75,149.14999389648438
2023-11-03,150.0,154.89999389648438,149.14999389648438,150.0
2023-11-06,151.9499969482422,155.85000610351562,150.3000030517578,153.8000030517578
2023-11-07,152.89999389648438,157.5,152.25,153.85000610351562
2023-11-08,153.85000610351562,155.89999389648438,151.6999969482422,152.5
2023-11-09,154.5,154.5,149.8000030517578,152.25
2023-11-10,152.25,153.3000030517578,150.5,151.89999389648438
2023-11-13,159.4499969482422,162.10000610351562,156.3000030517578,157.85000610351562
2023-11-15,156.5500030517578,160.14999389648438,155.0,157.89999389648438
2023-11-16,159.75,164.0500030517578,158.25,162.35000610351562
2023-11-17,163.89999389648438,166.89999389648438,158.0,158.75
2023-11-20,159.6999969482422,160.1999969482422,152.8000030517578,154.0500030517578
2023-11-21,155.0,158.6999969482422,153.0,156.14999389648438
2023-11-22,156.5,165.6999969482422,155.60000610351562,163.10000610351562
2023-11-23,163.10000610351562,164.35000610351562,159.8000030517578,162.85000610351562
2023-11-24,163.6999969482422,178.8000030517578,162.0,170.75
2023-11-28,172.85000610351562,172.85000610351562,164.0,166.64999389648438
2023-11-29,168.1999969482422,169.8000030517578,165.25,166.60000610351562
2023-11-30,169.10000610351562,177.35000610351562,167.5500030517578,175.25
2023-12-01,178.25,182.25,177.4499969482422,178.60000610351562
