Date,Open,High,Low,Close
2007-09-11,176.79928072646814,187.5859188421704,176.79928072646814,183.1753387451172
2007-09-12,185.63930421111542,186.6737741908445,180.2977139332089,181.1252899169922
2007-09-13,179.92154716651163,182.23497729232173,176.06581115722656,176.06581115722656
2007-09-14,178.43567517654077,190.87745419984344,177.7585701895868,183.32586669921875
2007-09-17,184.3226846487411,186.42923478204685,180.60802116989245,181.5014190673828
2007-09-18,181.50146065470395,183.8149052753634,179.62061650284176,180.18487548828125
2007-09-19,181.48259921959055,186.39160227916233,181.1816716983473,182.44183349609375
2007-09-20,183.13777992111966,187.11576084319844,179.99675963010304,184.5107879638672
2007-09-21,181.50143339208333,189.77714928715457,181.50143339208333,185.8743896484375
2007-09-24,187.14396064394995,203.12173410803635,186.5797017563999,197.4886016845703
2007-09-25,194.85535259093976,199.07785073954875,184.0875281441458,192.23158264160156
2007-09-26,193.42595915192555,194.85540438133702,186.94645318169876,187.52011108398438
2007-09-27,189.77713220915774,192.78647925936417,189.40095485932028,191.4698944091797
2007-09-28,192.7770871503202,208.39749521619245,190.90564243543093,205.952392578125
2007-10-01,207.7203810924471,207.7203810924471,198.0528457028207,199.3694305419922
2007-10-03,206.89280080160248,216.29701901985715,199.36942622699877,205.76429748535156
2007-10-04,205.01194982538127,211.59490234271004,194.66731015529322,206.7047119140625
2007-10-05,207.79564138881153,210.65451781674207,205.51980763109088,207.833251953125
2007-10-08,206.59189427432005,210.63571166992188,203.32864319603397,210.63571166992188
2007-10-09,207.08087995219807,211.4068260235116,205.9711891028591,209.9021453857422
2007-10-10,209.92097294027565,234.16504782852178,209.92097294027565,229.2842559814453
2007-10-11,229.28420932786273,240.93604781141343,225.701204994526,233.21517944335938
2007-10-12,227.83599688717814,241.68840618896482,227.83599688717814,235.10545349121094
2007-10-15,230.40334782130282,241.1241509188229,230.40334782130282,233.69482421875
2007-10-16,235.10543992342284,248.27134455913452,231.53183436664736,242.19622802734375
2007-10-17,197.80830335193323,232.28416743642453,197.80830335193323,224.83602905273438
2007-10-18,240.475247419688,242.6288068722456,220.05868530273438,220.05868530273438
2007-10-19,230.77951671775884,230.77951671775884,197.86475190106225,208.77365112304688
2007-10-22,208.77362811825228,212.1403396990598,195.64533419839097,198.05282592773438
2007-10-23,203.9586478996867,213.28762875616857,202.93357741624635,205.8206787109375
