Date,Time,Open,High,Low,Close
2025-05-16,10:00:00,5.0,5.0,5.0,5.0
2025-05-16,11:15:00,4.989999771118164,4.989999771118164,4.989999771118164,4.989999771118164
2025-05-16,12:00:00,4.909999847412109,4.909999847412109,4.909999847412109,4.909999847412109
2025-05-16,13:15:00,4.909999847412109,4.909999847412109,4.909999847412109,4.909999847412109
2025-05-16,14:00:00,4.909999847412109,4.909999847412109,4.909999847412109,4.909999847412109
2025-05-19,09:15:00,5.369999885559082,5.369999885559082,5.369999885559082,5.369999885559082
2025-05-19,10:00:00,5.369999885559082,5.369999885559082,5.369999885559082,5.369999885559082
2025-05-19,10:15:00,5.369999885559082,5.369999885559082,5.369999885559082,5.369999885559082
2025-05-19,10:30:00,5.369999885559082,5.369999885559082,5.369999885559082,5.369999885559082
2025-05-19,11:00:00,5.369999885559082,5.369999885559082,5.369999885559082,5.369999885559082
2025-05-19,12:45:00,5.369999885559082,5.369999885559082,5.369999885559082,5.369999885559082
2025-05-19,13:45:00,5.369999885559082,5.369999885559082,5.369999885559082,5.369999885559082
2025-05-19,14:45:00,5.369999885559082,5.369999885559082,5.369999885559082,5.369999885559082
2025-05-19,15:00:00,5.369999885559082,5.369999885559082,5.369999885559082,5.369999885559082
2025-05-20,09:30:00,5.630000114440918,5.630000114440918,5.630000114440918,5.630000114440918
2025-05-20,10:15:00,5.630000114440918,5.630000114440918,5.630000114440918,5.630000114440918
2025-05-20,10:30:00,5.630000114440918,5.630000114440918,5.630000114440918,5.630000114440918
2025-05-20,10:45:00,5.630000114440918,5.630000114440918,5.630000114440918,5.630000114440918
2025-05-20,11:00:00,5.630000114440918,5.630000114440918,5.630000114440918,5.630000114440918
2025-05-20,11:15:00,5.630000114440918,5.630000114440918,5.630000114440918,5.630000114440918
2025-05-20,11:30:00,5.630000114440918,5.630000114440918,5.630000114440918,5.630000114440918
2025-05-20,11:45:00,5.630000114440918,5.630000114440918,5.630000114440918,5.630000114440918
2025-05-20,12:30:00,5.630000114440918,5.630000114440918,5.630000114440918,5.630000114440918
2025-05-20,13:30:00,5.630000114440918,5.630000114440918,5.630000114440918,5.630000114440918
2025-05-20,14:00:00,5.630000114440918,5.630000114440918,5.630000114440918,5.630000114440918
2025-05-20,14:30:00,5.630000114440918,5.630000114440918,5.630000114440918,5.630000114440918
2025-05-20,15:15:00,5.630000114440918,5.630000114440918,5.630000114440918,5.630000114440918
2025-05-21,09:15:00,5.909999847412109,5.909999847412109,5.909999847412109,5.909999847412109
2025-05-21,09:30:00,5.909999847412109,5.909999847412109,5.909999847412109,5.909999847412109
2025-05-21,09:45:00,5.909999847412109,5.909999847412109,5.909999847412109,5.909999847412109
2025-05-21,10:00:00,5.909999847412109,5.909999847412109,5.900000095367432,5.900000095367432
2025-05-21,10:15:00,5.909999847412109,5.909999847412109,5.909999847412109,5.909999847412109
2025-05-21,10:30:00,5.909999847412109,5.909999847412109,5.880000114440918,5.880000114440918
2025-05-21,10:45:00,5.900000095367432,5.909999847412109,5.599999904632568,5.599999904632568
2025-05-21,11:00:00,5.909999847412109,5.909999847412109,5.670000076293945,5.909999847412109
2025-05-21,11:15:00,5.909999847412109,5.909999847412109,5.909999847412109,5.909999847412109
2025-05-21,12:15:00,5.909999847412109,5.909999847412109,5.909999847412109,5.909999847412109
2025-05-21,12:30:00,5.909999847412109,5.909999847412109,5.909999847412109,5.909999847412109
2025-05-21,12:45:00,5.909999847412109,5.909999847412109,5.909999847412109,5.909999847412109
2025-05-21,14:15:00,5.909999847412109,5.909999847412109,5.909999847412109,5.909999847412109
2025-05-22,09:15:00,6.199999809265137,6.199999809265137,6.03000020980835,6.03000020980835
2025-05-22,09:30:00,5.659999847412109,5.800000190734863,5.610000133514404,5.610000133514404
2025-05-22,09:45:00,5.610000133514404,5.610000133514404,5.610000133514404,5.610000133514404
2025-05-22,10:00:00,5.610000133514404,5.610000133514404,5.610000133514404,5.610000133514404
2025-05-22,10:15:00,5.889999866485596,5.889999866485596,5.889999866485596,5.889999866485596
2025-05-22,10:30:00,5.880000114440918,5.880000114440918,5.880000114440918,5.880000114440918
2025-05-22,10:45:00,5.610000133514404,5.610000133514404,5.610000133514404,5.610000133514404
2025-05-22,11:00:00,5.650000095367432,5.869999885559082,5.650000095367432,5.869999885559082
2025-05-22,11:15:00,5.869999885559082,5.869999885559082,5.869999885559082,5.869999885559082
2025-05-22,11:30:00,5.869999885559082,5.989999771118164,5.869999885559082,5.989999771118164
2025-05-22,11:45:00,5.989999771118164,6.170000076293945,5.989999771118164,6.159999847412109
2025-05-22,12:00:00,6.130000114440918,6.130000114440918,6.119999885559082,6.119999885559082
2025-05-22,12:45:00,6.079999923706055,6.079999923706055,5.610000133514404,5.610000133514404
2025-05-22,13:00:00,5.630000114440918,6.039999961853027,5.630000114440918,6.039999961853027
2025-05-22,13:15:00,6.039999961853027,6.039999961853027,6.039999961853027,6.039999961853027
2025-05-22,13:30:00,6.039999961853027,6.039999961853027,6.039999961853027,6.039999961853027
2025-05-22,13:45:00,6.039999961853027,6.039999961853027,6.039999961853027,6.039999961853027
2025-05-22,14:00:00,5.630000114440918,5.760000228881836,5.610000133514404,5.760000228881836
