Date,Open,Close
2024-01-01,125.1,121.05
2024-01-02,124.71,125.5
2024-01-03,123.97,125.89
2024-01-04,125.2,124.41
2024-01-05,124.61,125.3
2024-01-06,124.1,125.12
2024-01-07,123.59,124.94
2024-01-08,123.08,124.76
2024-01-09,122.14,122.53
2024-01-10,120.56,122.14
2024-01-11,121.59,121.84
2024-01-12,122.43,123.18
2024-01-13,123.62,123.32
2024-01-14,124.81,123.47
2024-01-15,125.99,123.62
2024-01-16,126.04,126.83
2024-01-17,124.21,125.75
2024-01-18,125.35,123.82
2024-01-19,125.3,126.24
2024-01-20,128.13,129.76
2024-01-21,130.96,133.28
2024-01-22,133.79,136.8
2024-01-23,136.62,140.32
2024-01-24,145.95,139.48
2024-01-25,150.94,147.04
2024-01-26,149.99,148.41
2024-01-27,149.04,149.78
2024-01-28,148.09,151.15
2024-01-29,147.14,152.52
2024-01-30,143.58,147.68
2024-01-31,142.59,144.17
2024-02-01,141.9,143.88
2024-02-02,139.63,143.09
2024-02-03,134.19,139.6
2024-02-04,128.76,136.1
2024-02-05,123.32,132.61
2024-02-06,120.46,123.52
2024-02-07,118.43,120.51
2024-02-08,127.57,131.62
2024-02-09,127.72,129.4
2024-02-10,125.5,129.32
2024-02-11,123.27,129.24
2024-02-12,121.05,129.15
2024-02-13,116.26,120.56
2024-02-14,113.64,113.69
2024-02-15,112.9,114.73
2024-02-16,118.19,113.59
2024-02-17,118.86,115.11
2024-02-18,119.54,116.62
2024-02-19,120.21,118.14
2024-02-20,117.74,119.92
2024-02-21,117.69,117.59
2024-02-22,119.27,117.69
2024-02-23,128.46,119.57
2024-02-24,128.84,122.53
2024-02-25,129.22,125.5
2024-02-26,129.6,128.46
2024-02-27,128.51,130.04
2024-02-28,125.55,128.46
2024-03-01,119.92,121.59
2024-03-02,119.59,121.87
2024-03-03,119.26,122.15
2024-03-04,118.93,122.43
2024-03-05,117.15,118.88
2024-03-06,113.79,117.0
2024-03-07,114.78,114.63
2024-03-08,114.25,115.12
2024-03-09,113.71,115.62
2024-03-10,113.18,116.11
2024-03-11,112.65,116.6
2024-03-12,110.48,112.65
2024-03-13,99.76,110.58
2024-03-14,104.99,99.71
2024-03-15,101.98,104.75
2024-03-16,101.81,104.09
2024-03-17,101.65,103.43
2024-03-18,101.49,102.77
2024-03-19,100.15,100.15
2024-03-20,100.05,100.7
2024-03-21,100.65,101.98
2024-03-22,101.83,100.7
2024-03-23,101.42,100.45
2024-03-24,101.02,100.2
2024-03-25,100.61,99.95
2024-03-26,100.2,99.71
2024-03-27,100.84,99.81
2024-03-28,100.15,100.84
2024-03-29,101.53,100.95
2024-03-30,102.92,101.07
2024-03-31,104.3,101.18
2024-04-01,105.69,101.29
2024-04-02,105.54,105.78
2024-04-03,111.17,106.28
2024-04-04,114.78,111.22
2024-04-05,119.32,113.64
2024-04-06,119.96,115.75
2024-04-07,120.61,117.86
2024-04-08,121.25,119.96
2024-04-09,123.42,121.35
2024-04-10,123.42,124.16
2024-04-11,119.57,123.4
2024-04-12,115.72,122.63
2024-04-13,115.68,119.31
2024-04-14,115.65,115.98
2024-04-15,115.62,112.65
2024-04-16,119.57,114.33
2024-04-17,116.85,117.44
2024-04-18,114.13,120.56
2024-04-19,112.31,111.86
2024-04-20,112.83,112.59
2024-04-21,113.36,113.31
2024-04-22,113.89,114.04
2024-04-23,113.79,115.62
2024-04-24,115.37,115.42
2024-04-25,115.02,115.86
2024-04-26,115.86,114.88
2024-04-27,115.83,115.72
2024-04-28,115.8,116.56
2024-04-29,115.76,117.4
2024-04-30,115.07,116.51
2024-05-01,114.95,116.46
2024-05-02,114.83,116.41
2024-05-03,112.7,116.36
2024-05-04,112.16,115.12
2024-05-05,111.61,113.89
2024-05-06,111.07,112.65
2024-05-07,107.96,110.77
2024-05-08,106.87,108.11
2024-05-09,104.8,107.12
2024-05-10,105.44,104.45
2024-05-11,105.09,104.88
2024-05-12,104.75,105.31
2024-05-13,104.4,105.73
2024-05-14,106.87,105.14
2024-05-15,110.53,106.87
2024-05-16,109.49,111.02
2024-05-17,112.11,109.64
2024-05-18,111.87,110.03
2024-05-19,111.64,110.43
2024-05-20,111.4,110.82
2024-05-21,111.17,111.22
2024-05-22,111.17,112.11
2024-05-23,111.12,110.08
2024-05-24,106.77,106.72
2024-05-25,106.67,106.87
2024-05-26,106.57,107.02
2024-05-27,106.48,107.17
2024-05-28,104.3,107.66
2024-05-29,106.87,103.91
2024-05-30,106.23,106.72
2024-05-31,104.65,106.72
2024-06-01,104.8,107.22
2024-06-02,104.94,107.71
2024-06-03,105.09,108.21
2024-06-04,95.85,104.85
2024-06-05,102.57,98.22
2024-06-06,109.44,103.17
2024-06-07,111.66,109.44
2024-06-08,112.97,110.18
2024-06-09,114.29,110.92
2024-06-10,115.6,111.66
2024-06-11,116.71,116.11
2024-06-12,117.01,116.6
2024-06-13,115.93,117.79
2024-06-14,117.12,116.56
2024-06-15,117.47,116.93
2024-06-16,117.83,117.3
2024-06-17,118.19,117.67
2024-06-18,118.54,118.04
2024-06-19,121.99,121.15
2024-06-20,132.95,122.74
2024-06-21,124.62,133.4
2024-06-22,125.9,130.44
2024-06-23,127.18,127.47
2024-06-24,128.46,124.51
2024-06-25,124.63,129.44
2024-06-26,126.19,125.3
2024-06-27,122.58,127.47
2024-06-28,125.03,123.52
2024-06-29,126.49,124.35
2024-06-30,127.95,125.17
2024-07-01,129.41,125.99
2024-07-02,126.44,130.34
2024-07-03,125.74,127.47
2024-07-04,125.84,126.49
2024-07-05,125.2,125.8
2024-07-06,126.96,125.57
2024-07-07,128.71,125.34
2024-07-08,130.47,125.1
2024-07-09,133.33,132.71
2024-07-10,130.06,133.41
2024-07-11,129.88,130.92
2024-07-12,130.54,130.43
2024-07-13,129.62,130.73
2024-07-14,128.7,131.03
2024-07-15,127.78,131.33
2024-07-16,128.69,128.17
2024-07-17,128.18,128.43
2024-07-18,127.66,128.69
2024-07-19,122.13,127.48
2024-07-20,123.12,125.5
2024-07-21,124.1,123.53
2024-07-22,125.09,121.55
2024-07-23,121.75,124.51
2024-07-24,121.02,121.55
2024-07-25,119.68,120.09
2024-07-26,121.06,120.55
2024-07-27,121.55,121.21
2024-07-28,122.04,121.87
2024-07-29,122.53,122.52
2024-07-30,136.41,125.99
2024-07-31,136.1,138.34
2024-08-01,133.33,136.85
2024-08-02,133.21,129.65
2024-08-03,131.95,129.25
2024-08-04,130.7,128.86
2024-08-05,129.44,128.46
2024-08-06,132.44,130.44
2024-08-07,133.37,136.32
2024-08-08,134.14,133.37
2024-08-09,136.25,135.38
2024-08-10,136.37,135.54
2024-08-11,136.49,135.71
2024-08-12,136.61,135.87
2024-08-13,131.38,138.29
2024-08-14,132.28,129.95
2024-08-15,132.2,131.92
2024-08-16,132.12,133.9
2024-08-17,130.47,133.57
2024-08-18,128.82,133.24
2024-08-19,127.17,132.91
2024-08-20,131.17,129.43
2024-08-21,132.37,132.58
2024-08-22,135.28,132.91
2024-08-23,131.58,136.27
2024-08-24,131.55,135.31
2024-08-25,131.52,134.36
2024-08-26,131.5,133.4
2024-08-27,131.93,132.02
2024-08-28,131.57,131.93
2024-08-29,131.3,131.67
2024-08-30,129.68,131.43
2024-08-31,130.45,130.84
2024-09-01,131.23,130.26
2024-09-02,132.0,129.68
2024-09-03,129.69,132.56
2024-09-04,128.9,127.59
2024-09-05,129.44,128.96
2024-09-06,128.31,130.39
2024-09-07,128.08,129.62
2024-09-08,127.85,128.84
2024-09-09,127.62,128.07
2024-09-10,128.62,127.69
2024-09-11,127.52,128.62
2024-09-12,127.81,127.87
2024-09-13,127.76,126.54
2024-09-14,127.56,126.94
2024-09-15,127.36,127.35
2024-09-16,127.16,127.76
2024-09-17,127.13,127.38
2024-09-18,125.35,127.08
2024-09-19,123.36,126.9
2024-09-20,125.81,125.4
2024-09-21,126.39,126.53
2024-09-22,126.97,127.67
2024-09-23,127.55,128.8
2024-09-24,125.53,127.55
2024-09-25,124.74,125.0
2024-09-26,125.94,124.51
2024-09-27,128.36,126.22
2024-09-28,129.0,127.11
2024-09-29,129.65,128.01
2024-09-30,130.29,128.9
2024-10-01,133.71,130.99
2024-10-02,131.62,131.0
2024-10-03,129.52,131.0
2024-10-04,131.57,128.5
2024-10-05,130.54,129.61
2024-10-06,129.51,130.73
2024-10-07,128.48,131.84
2024-10-08,133.17,128.23
2024-10-09,134.72,133.2
2024-10-10,139.39,134.51
2024-10-11,140.04,139.0
2024-10-12,140.34,139.66
2024-10-13,140.65,140.33
2024-10-14,140.95,140.99
2024-10-15,136.9,140.7
2024-10-16,137.45,136.25
2024-10-17,133.59,138.59
2024-10-18,138.39,133.4
2024-10-19,136.46,135.43
2024-10-20,134.53,137.47
2024-10-21,132.6,139.5
2024-10-22,126.33,134.8
2024-10-23,129.94,126.99
2024-10-24,130.84,129.1
2024-10-25,127.31,130.8
2024-10-26,127.09,129.64
2024-10-27,126.86,128.47
2024-10-28,126.64,127.31
2024-10-29,131.2,130.0
2024-10-30,134.26,131.0
2024-10-31,137.98,134.9
2024-11-01,138.03,139.7
2024-11-02,137.95,139.47
2024-11-03,137.86,139.23
2024-11-04,137.78,139.0
2024-11-05,146.35,138.0
2024-11-06,155.73,146.8
2024-11-07,153.95,156.19
2024-11-08,148.62,154.1
2024-11-09,147.21,151.9
2024-11-10,145.81,149.7
2024-11-11,144.4,147.5
2024-11-12,142.96,144.0
2024-11-13,141.61,143.5
2024-11-14,141.65,141.0
2024-11-15,142.17,141.12
2024-11-16,142.69,141.25
2024-11-17,143.22,141.38
2024-11-18,143.74,141.5
2024-11-19,142.52,144.1
2024-11-20,142.21,143.55
2024-11-21,141.89,143.0
2024-11-22,141.1,142.0
