Date,Open,High,Low,Close
2025-06-16,962.2000122070312,968.0999755859375,920.6500244140625,959.7999877929688
2025-06-17,975.0,978.4500122070312,950.0,950.9000244140625
2025-06-18,953.9000244140625,955.0999755859375,942.2000122070312,946.8499755859375
2025-06-19,949.2000122070312,958.0999755859375,923.0999755859375,926.4500122070312
2025-06-20,931.0999755859375,943.0499877929688,917.2000122070312,936.1500244140625
2025-06-23,937.0,937.0,925.2999877929688,931.75
2025-06-24,941.7999877929688,960.0,938.7000122070312,957.75
2025-06-25,962.5,969.0,940.0999755859375,954.8499755859375
2025-06-26,956.0,956.6500244140625,941.0,942.75
2025-06-27,942.75,1004.7999877929688,941.2000122070312,984.4000244140625
2025-06-30,990.5999755859375,991.7999877929688,970.0,974.5
2025-07-01,975.0,1112.699951171875,968.25,1090.449951171875
2025-07-02,1098.0,1149.0,1075.25,1121.0
2025-07-03,1115.0,1155.0,1101.0,1146.949951171875
2025-07-04,1146.949951171875,1210.25,1105.0,1199.800048828125
2025-07-07,1198.699951171875,1299.0,1172.550048828125,1289.75
2025-07-08,1279.0,1291.0,1225.0,1231.800048828125
2025-07-09,1233.1500244140625,1249.0,1189.949951171875,1219.9000244140625
2025-07-10,1220.699951171875,1305.0,1200.0,1291.9000244140625
2025-07-11,1275.0,1275.0,1190.050048828125,1203.199951171875
2025-07-14,1202.949951171875,1254.550048828125,1143.449951171875,1204.550048828125
