Date,Open,Close
2023-01-01,362.79,363.97
2023-01-02,364.8,364.46
2023-01-03,356.57,369.36
2023-01-04,351.48,356.57
2023-01-05,351.57,351.48
2023-01-06,345.94,353.19
2023-01-07,348.65,352.5
2023-01-08,351.36,351.82
2023-01-09,354.07,351.13
2023-01-10,350.79,348.24
2023-01-11,348.73,352.31
2023-01-12,352.26,352.46
2023-01-13,352.7,354.66
2023-01-14,354.69,355.77
2023-01-15,356.68,356.88
2023-01-16,358.68,357.99
2023-01-17,341.97,358.68
2023-01-18,343.05,343.39
2023-01-19,339.23,339.96
2023-01-20,342.56,342.32
2023-01-21,347.21,343.28
2023-01-22,351.87,344.24
2023-01-23,356.52,345.21
2023-01-24,347.75,359.51
2023-01-25,347.9,347.75
2023-01-26,339.28,347.85
2023-01-27,330.66,347.95
2023-01-28,327.55,342.1
2023-01-29,324.45,336.26
2023-01-30,321.35,330.41
2023-01-31,339.38,323.5
2023-02-01,319.78,339.38
2023-02-02,326.44,315.47
2023-02-03,319.49,326.44
2023-02-04,324.21,325.73
2023-02-05,328.93,325.01
2023-02-06,333.64,324.29
2023-02-07,331.1,338.59
2023-02-08,332.27,331.2
2023-02-09,340.89,347.61
2023-02-10,339.82,342.9
2023-02-11,339.56,342.9
2023-02-12,339.29,342.9
2023-02-13,339.03,342.9
2023-02-14,343.34,336.68
2023-02-15,339.33,342.9
2023-02-16,337.56,339.96
2023-02-17,335.75,336.05
2023-02-18,336.67,337.66
2023-02-19,337.58,339.28
2023-02-20,338.49,340.89
2023-02-21,335.26,341.24
2023-02-22,327.91,337.02
2023-02-23,324.34,327.91
2023-02-24,323.95,324.34
2023-02-25,319.18,322.54
2023-02-26,314.41,320.75
2023-02-27,309.64,318.95
2023-02-28,308.61,311.55
2023-03-01,307.98,309.15
2023-03-02,307.83,308.81
2023-03-03,319.88,313.46
2023-03-04,321.12,314.98
2023-03-05,322.36,316.5
2023-03-06,323.6,318.02
2023-03-07,321.69,321.15
2023-03-08,319.78,324.29
2023-03-09,330.95,320.08
2023-03-10,335.8,335.95
2023-03-11,330.33,334.05
2023-03-12,324.86,332.16
2023-03-13,319.39,330.26
2023-03-14,310.18,323.01
2023-03-15,306.46,316.06
2023-03-16,297.98,306.46
2023-03-17,300.09,299.75
2023-03-18,298.78,299.76
2023-03-19,297.48,299.78
2023-03-20,296.17,299.8
2023-03-21,303.47,299.75
2023-03-22,303.32,304.6
2023-03-23,308.37,303.18
2023-03-24,302.2,310.87
2023-03-25,299.32,307.94
2023-03-26,296.45,305.02
2023-03-27,293.57,302.1
2023-03-28,276.09,289.26
2023-03-29,281.72,281.13
2023-03-30,285.17,285.56
2023-03-31,288.63,290.0
2023-04-01,289.66,290.88
2023-04-02,290.68,291.76
2023-04-03,291.71,292.64
2023-04-04,295.68,292.35
2023-04-05,299.65,292.06
2023-04-06,296.76,299.8
2023-04-07,295.48,299.55
2023-04-08,294.21,299.31
2023-04-09,292.94,299.06
2023-04-10,291.66,298.82
2023-04-11,299.35,293.87
2023-04-12,299.84,301.17
2023-04-13,303.32,301.9
2023-04-14,306.4,301.62
2023-04-15,309.47,301.34
2023-04-16,312.54,301.06
2023-04-17,315.62,300.77
2023-04-18,321.15,315.47
2023-04-19,318.7,322.13
2023-04-20,325.42,325.02
2023-04-21,326.59,328.21
2023-04-22,323.39,327.67
2023-04-23,320.19,327.13
2023-04-24,316.99,326.59
2023-04-25,313.17,319.19
2023-04-26,308.47,305.67
2023-04-27,308.37,308.47
2023-04-28,316.01,308.66
2023-04-29,315.15,311.67
2023-04-30,314.3,314.69
2023-05-01,313.44,317.7
2023-05-02,312.58,320.71
2023-05-03,311.26,309.1
2023-05-04,314.2,309.59
2023-05-05,310.82,317.87
2023-05-06,315.49,314.77
2023-05-07,320.16,311.67
2023-05-08,324.83,308.56
2023-05-09,318.02,326.25
2023-05-10,314.83,319.88
2023-05-11,313.46,317.14
2023-05-12,310.62,313.27
2023-05-13,310.54,313.27
2023-05-14,310.46,313.27
2023-05-15,310.38,313.27
2023-05-16,311.21,310.38
2023-05-17,306.6,313.46
2023-05-18,302.54,307.34
2023-05-19,296.02,303.52
2023-05-20,297.54,303.57
2023-05-21,299.06,303.62
2023-05-22,300.58,303.67
2023-05-23,299.01,300.82
2023-05-24,301.8,298.77
2023-05-25,301.61,303.03
2023-05-26,302.88,301.75
2023-05-27,305.48,300.45
2023-05-28,308.07,299.14
2023-05-29,310.67,297.84
2023-05-30,315.37,313.46
2023-05-31,310.82,309.59
2023-06-01,328.01,311.55
2023-06-02,311.94,320.42
2023-06-03,311.49,318.97
2023-06-04,311.03,317.51
2023-06-05,310.57,316.06
2023-06-06,307.34,311.45
2023-06-07,309.0,307.34
2023-06-08,311.11,310.57
2023-06-09,306.51,313.41
2023-06-10,308.38,312.65
2023-06-11,310.26,311.88
2023-06-12,312.14,311.11
2023-06-13,311.8,312.14
2023-06-14,309.2,313.95
2023-06-15,304.69,312.24
2023-06-16,307.19,304.69
2023-06-17,306.44,305.23
2023-06-18,305.69,305.77
2023-06-19,304.94,306.31
2023-06-20,306.56,306.46
2023-06-21,310.43,308.51
2023-06-22,306.16,312.29
2023-06-23,300.73,306.85
2023-06-24,301.71,304.82
2023-06-25,302.69,302.8
2023-06-26,303.67,300.78
2023-06-27,305.87,305.67
2023-06-28,303.22,305.67
2023-06-29,304.57,306.85
2023-06-30,305.92,308.02
2023-07-01,306.65,306.91
2023-07-02,307.39,305.8
2023-07-03,308.12,304.69
2023-07-04,304.84,309.59
2023-07-05,313.46,305.48
2023-07-06,326.39,316.55
2023-07-07,321.64,329.09
2023-07-08,319.62,326.61
2023-07-09,317.59,324.13
2023-07-10,315.57,321.64
2023-07-11,312.48,315.47
2023-07-12,338.74,312.48
2023-07-13,368.62,344.76
2023-07-14,374.84,372.29
2023-07-15,376.8,374.27
2023-07-16,378.76,376.25
2023-07-17,380.72,378.22
2023-07-18,366.86,384.05
2023-07-19,370.04,366.86
2023-07-20,375.18,372.78
2023-07-21,365.09,375.19
2023-07-22,363.84,371.94
2023-07-23,362.58,368.69
2023-07-24,361.32,365.44
2023-07-25,370.58,361.42
2023-07-26,375.82,372.29
2023-07-27,376.21,379.01
2023-07-28,377.14,377.88
2023-07-29,392.53,377.63
2023-07-30,407.91,377.39
2023-07-31,423.29,377.14
2023-08-01,415.3,425.2
2023-08-02,408.64,416.38
2023-08-03,420.25,418.83
2023-08-04,448.37,424.22
2023-08-05,443.77,433.98
2023-08-06,439.16,443.75
2023-08-07,434.56,453.51
2023-08-08,438.96,437.45
2023-08-09,442.44,439.7
2023-08-10,441.71,443.81
2023-08-11,411.48,443.72
2023-08-12,407.43,431.34
2023-08-13,403.38,418.96
2023-08-14,399.34,406.59
2023-08-15,398.28,400.85
2023-08-16,397.23,395.12
2023-08-17,399.29,398.55
2023-08-18,407.42,396.79
2023-08-19,408.35,401.51
2023-08-20,409.28,406.23
2023-08-21,410.21,410.94
2023-08-22,419.81,411.48
2023-08-23,428.38,421.28
2023-08-24,423.24,433.14
2023-08-25,414.96,421.33
2023-08-26,415.19,420.33
2023-08-27,415.42,419.34
2023-08-28,415.65,418.34
2023-08-29,416.58,420.25
2023-08-30,424.42,418.29
2023-08-31,419.96,428.14
2023-09-01,422.75,418.49
2023-09-02,424.2,421.22
2023-09-03,425.66,423.94
2023-09-04,427.11,426.67
2023-09-05,430.83,430.93
2023-09-06,432.01,435.0
2023-09-07,444.94,435.0
2023-09-08,442.25,449.4
2023-09-09,446.97,448.35
2023-09-10,451.69,447.31
2023-09-11,456.4,446.26
2023-09-12,425.64,457.58
2023-09-13,434.26,425.69
2023-09-14,437.14,430.05
2023-09-15,430.45,436.99
2023-09-16,427.16,434.01
2023-09-17,423.87,431.04
2023-09-18,420.59,428.07
2023-09-19,417.29,421.63
2023-09-20,414.0,415.19
2023-09-21,420.49,411.32
2023-09-22,417.42,420.49
2023-09-23,417.55,419.71
2023-09-24,417.68,418.94
2023-09-25,417.81,418.16
2023-09-26,418.26,417.81
2023-09-27,410.78,422.42
2023-09-28,408.05,415.58
2023-09-29,466.27,412.12
2023-09-30,472.45,427.99
2023-10-01,478.63,443.87
2023-10-02,484.81,459.75
2023-10-03,490.99,475.63
2023-10-04,493.86,490.45
2023-10-05,488.66,500.4
2023-10-06,511.16,490.4
2023-10-07,508.68,503.64
2023-10-08,506.2,516.89
2023-10-09,503.72,530.13
2023-10-10,506.55,507.44
2023-10-11,526.81,507.84
2023-10-12,518.89,529.83
2023-10-13,544.45,518.89
2023-10-14,558.74,532.54
2023-10-15,573.02,546.2
2023-10-16,587.31,559.86
2023-10-17,578.74,589.59
2023-10-18,585.03,577.7
2023-10-19,592.76,574.72
2023-10-20,599.49,590.58
2023-10-21,581.44,593.55
2023-10-22,563.39,596.52
2023-10-23,545.34,599.49
2023-10-24,551.68,576.21
2023-10-25,558.03,552.92
2023-10-26,583.79,572.74
2023-10-27,622.19,589.54
2023-10-28,619.43,601.56
2023-10-29,616.67,613.58
2023-10-30,613.91,625.61
2023-10-31,602.86,618.77
2023-11-01,605.49,608.26
2023-11-02,605.84,605.74
2023-11-03,604.7,610.79
2023-11-04,596.19,610.99
2023-11-05,587.69,611.19
