Price,Close,High,Low,Open,Volume
Ticker,WIPRO.NS,WIPRO.NS,WIPRO.NS,WIPRO.NS,WIPRO.NS
Date,,,,,
2023-08-21,200.4313201904297,205.47022692652914,199.15935865685893,204.12488615498637,18509700
2023-08-28,203.68460083007812,204.3694986174918,198.84137691878968,201.28745110930424,41956800
2023-09-04,210.36236572265625,214.0314767527026,203.51335846656977,204.49178807458213,74211046
2023-09-11,215.7681884765625,217.08907445071472,208.84580182085307,211.83001518233118,64975198
2023-09-18,204.7364044189453,215.7681927592644,203.80689923666537,215.7681927592644,43839226
2023-09-25,198.6456756591797,205.34792479898832,196.41975415555405,204.7364062617668,53212080
2023-10-02,199.52627563476562,200.77376750587285,196.0039228121714,198.64567996429102,27124282
2023-10-09,201.0917510986328,207.40263438698238,197.34926061274888,197.74064143687352,51399144
2023-10-16,191.69883728027344,202.4615637176233,190.84271131366606,201.06729844321802,50196544
2023-10-23,187.05130004882812,192.26143519215057,183.4800227019713,191.20962625527412,32714514
2023-10-30,187.6383514404297,189.1793901755706,185.48580906691794,187.85850409677911,25118490
2023-11-06,185.55917358398438,189.32613363593984,184.43398547997242,188.8369188203431,37675992
2023-11-13,193.43553161621094,195.44131530995293,185.90162657767738,187.17358806124435,36108924
2023-11-20,193.72906494140625,198.13199823552912,192.35926944398406,192.35926944398406,35297252
2023-11-27,199.4284210205078,202.77954556768947,192.3103512673748,193.72907127817862,53345784
2023-12-04,206.7421875,207.67169267918263,196.71328361325502,201.8989637308681,70639584
2023-12-11,218.45887756347656,219.90206729175708,203.02415556413612,205.47022972755946,97933032
2023-12-18,226.33523559570312,228.12086671940853,208.9925790229226,218.18981175274726,119440530
2023-12-25,230.56695556640625,233.55116917271323,219.3394835836011,226.33525004967177,112692732
2024-01-01,223.37550354003906,236.5353800217072,220.83158034767578,231.39862409569287,86223622
2024-01-08,227.70504760742188,229.44175427452615,218.5322695847196,223.81578375393542,78148162
2024-01-15,237.29364013671875,258.7946372362405,229.14821644971255,250.45353060908798,224069232
2024-01-22,229.93096923828125,237.75840648894615,228.48777952332924,237.29364643032724,44534066
2024-01-29,236.86822509765625,238.51059291268322,229.93107518201117,230.42133333804958,56588136
2024-02-05,240.44711303710938,246.01153100990032,234.9071870254641,236.7946838747349,68891804
2024-02-12,266.2101745605469,267.1906908572708,240.7167508457247,240.7167508457247,143355152
2024-02-19,262.8519287109375,267.6319458483655,254.6891182455208,267.6319458483655,76549934
2024-02-26,254.4929962158203,263.46474438804563,251.60049105596815,262.90093554076964,55892346
2024-03-04,252.7280731201172,258.07189885654446,245.1290718914813,256.38050227589673,36983822
