Price,Close,High,Low,Open,Volume
Ticker,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS
Date,,,,,
2023-08-21,962.1173706054688,974.0149470242625,941.742722576922,945.8573252941027,53372829
2023-08-28,960.4318237304688,968.9088344307837,944.6675115048865,961.6711545496435,90571199
2023-09-04,962.2660522460938,966.678082262852,942.6846244258975,960.4318667572248,83487804
2023-09-11,983.9791259765625,988.9860104680719,961.0762557414128,966.6284942139648,75623422
2023-09-18,942.1888427734375,987.7466554461658,939.3136316031179,981.6491236560505,74899779
2023-09-25,943.7752685546875,952.9958781268609,926.4246363705215,942.188888732185,71110096
2023-10-02,937.1324462890625,943.7752718801042,917.1048472516455,943.7752718801042,45300986
2023-10-09,943.1803588867188,953.8386044329584,928.3083883570821,932.224686032727,44898398
2023-10-16,924.7886962890625,952.7480128522102,922.0621683718339,940.4042652695532,40709956
2023-10-23,904.9594116210938,936.7358433883775,891.3267718952213,933.9597543106769,54789174
2023-10-30,925.8297119140625,926.5237492972753,900.4482401518351,901.3405220609357,54720373
2023-11-06,930.5887451171875,942.3376381447333,922.5083441041863,932.9682846077343,62615955
2023-11-13,913.981689453125,938.1238906774043,912.2962479114353,932.869139985439,61625260
2023-11-20,921.46728515625,922.4587498226483,906.9423035878348,914.1304224192223,44736468
2023-11-27,938.61962890625,943.8743796311883,913.8330117940865,921.4673019674732,66848403
2023-12-04,1002.2220458984375,1007.5759793671762,953.1941659656837,955.4745226230349,111254616
2023-12-11,1028.5455322265625,1034.7916873910203,996.0750624100174,998.5041025803495,70606241
2023-12-18,985.8132934570312,1021.1589720667546,980.7568479268616,1021.1589720667546,74124140
2023-12-25,988.0936889648438,1003.0648421395853,981.4509239322537,985.8133322734917,64532297
2024-01-01,985.2184448242188,996.2732394755891,966.7771658382127,983.0867715993668,78439008
2024-01-08,994.934814453125,1000.0904429337992,965.9840334593715,985.5158999166978,51169847
2024-01-15,990.6715087890625,1007.12979807917,961.8694722742738,994.9347947604324,106981573
2024-01-22,1001.3297729492188,1050.357713834527,979.7158548709106,990.6715275617257,113691426
2024-01-29,1015.2598266601562,1041.0379081964493,994.6869346648455,1011.293967962265,83625641
2024-02-05,1002.0733642578125,1026.0668216185438,976.8405760469836,1013.7726353798943,75611591
2024-02-12,1014.5162353515625,1026.8599222249575,976.8405774543141,1001.7759383998842,61864351
2024-02-19,1052.241455078125,1060.867148905531,1014.6152999368207,1014.6152999368207,63203440
2024-02-26,1077.6229248046875,1080.6468192930197,1029.636012762968,1044.1113720780777,62041652
2024-03-04,1078.6639404296875,1104.045532830635,1067.3117183578183,1071.7733093774284,52407535
2024-03-11,1071.1287841796875,1087.7358166603233,1046.639656336019,1078.6638911294012,140375822
2024-03-18,1080.9940185546875,1090.6111778021254,1051.002211165129,1065.8741817715218,81410428
2024-03-25,1083.9683837890625,1095.6180937869478,1067.7578394373675,1080.9939897470492,62345446
2024-04-01,1074.15283203125,1093.535893430261,1054.3730395359376,1086.6948841296692,77466097
2024-04-08,1094.9736328125,1107.0199530563673,1067.1134991027052,1069.145929109389,43136581
2024-04-15,1058.140625,1096.7086232628355,1039.154053154358,1090.8093361049214,49653338
2024-04-22,1098.4437255859375,1116.0422233740949,1061.214179036813,1069.592128065681,59751635
2024-04-29,1132.30224609375,1159.5675238278823,1098.4437042655024,1098.5428265243104,103198492
2024-05-06,1107.515625,1148.5621642909464,1100.5257508736324,1131.8065086904542,70784851
2024-05-13,1121.0986328125,1134.2355391885917,1097.2538599977445,1102.9052810180829,52615767
2024-05-20,1122.288330078125,1127.295274828873,1088.72727684057,1120.8507547880747,48080668
2024-05-27,1111.4815673828125,1138.0032485143288,1087.5376703051265,1122.238935337017,81633227
2024-06-03,1112.1258544921875,1162.9880396771518,1042.0789734775753,1160.0136457137833,147120715
2024-06-10,1096.212890625,1123.7260340638243,1090.0657373117199,1106.4745253235308,63070204
2024-06-17,1148.7606201171875,1159.9145981985791,1091.8008994311692,1096.2129900448535,137351048
2024-06-24,1189.3609619140625,1224.4588344930658,1142.8117453218192,1144.7946746084478,97947325
2024-07-01,1222.87255859375,1231.993985224038,1169.3829665748624,1189.3610040511119,71933082
2024-07-08,1222.3768310546875,1247.064325850473,1206.513396137351,1218.4109723253534,61725973
2024-07-15,1237.992431640625,1245.725783744674,1213.602424033629,1222.5751070224683,46891725
2024-07-22,1196.8961181640625,1237.992401934643,1175.8274936281714,1229.4162082119994,82915044
2024-07-29,1186.337158203125,1232.142779820076,1179.9421381470622,1204.7783777750763,94188608
2024-08-05,1161.5999755859375,1178.752362676365,1149.0084227704683,1171.9112322923286,63129779
2024-08-12,1177.116455078125,1182.817377054709,1143.1587893915166,1161.0051538399532,48371553
2024-08-19,1203.5,1205.0,1165.0999755859375,1191.0,50430048
2024-08-26,1229.199951171875,1235.550048828125,1201.050048828125,1205.550048828125,71524752
2024-09-02,1208.1500244140625,1250.949951171875,1205.0,1239.0,64450799
2024-09-09,1250.3499755859375,1257.0,1200.449951171875,1202.9000244140625,66655352
2024-09-16,1338.449951171875,1362.3499755859375,1244.699951171875,1251.0,119383088
2024-09-23,1306.5999755859375,1333.3499755859375,1303.8499755859375,1331.0,62212713
2024-09-30,1239.75,1296.800048828125,1236.199951171875,1292.0999755859375,54732063
2024-10-07,1223.0,1265.0999755859375,1222.0,1241.550048828125,65243210
2024-10-14,1264.5,1268.9000244140625,1217.4000244140625,1221.0,50838617
2024-10-21,1255.449951171875,1284.9000244140625,1234.199951171875,1264.5,67658109
2024-10-28,1291.800048828125,1335.3499755859375,1280.5999755859375,1285.5,84311896
2024-11-04,1258.8499755859375,1315.0,1252.699951171875,1290.0999755859375,63883289
2024-11-11,1256.949951171875,1295.0,1243.050048828125,1262.0,43641244
2024-11-18,1278.050048828125,1281.4000244140625,1232.550048828125,1260.0,38931079
2024-11-25,1300.0999755859375,1314.25,1282.300048828125,1296.0,86503591
2024-12-02,1328.75,1347.0999755859375,1289.1500244140625,1299.9000244140625,60859326
2024-12-09,1344.9000244140625,1347.1500244140625,1313.5,1322.0999755859375,46970624
2024-12-16,1288.4000244140625,1350.449951171875,1272.4000244140625,1344.9000244140625,97469343
2024-12-23,1307.550048828125,1315.949951171875,1287.050048828125,1294.6500244140625,26060538
2024-12-30,1265.050048828125,1326.5,1262.25,1304.949951171875,45990650
2025-01-06,1249.8499755859375,1288.949951171875,1243.0999755859375,1268.050048828125,39149558
2025-01-13,1225.449951171875,1255.5,1218.0,1234.9000244140625,47053873
2025-01-20,1209.199951171875,1241.75,1186.0,1223.9000244140625,56561881
2025-01-27,1255.550048828125,1264.0,1193.0999755859375,1195.0,67026335
2025-02-03,1256.9000244140625,1280.5,1237.800048828125,1246.8499755859375,43635210
2025-02-10,1260.0999755859375,1269.75,1244.449951171875,1257.199951171875,38768563
2025-02-17,1232.949951171875,1264.449951171875,1224.550048828125,1251.1500244140625,43389882
2025-02-24,1204.0999755859375,1234.8499755859375,1200.0999755859375,1226.699951171875,54805134
