Price,Close,High,Low,Open,Volume
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
Date,,,,,
2023-08-21,3276.420654296875,3307.1858494205608,3246.333699626096,3282.9127898912657,3640973
2023-08-28,3274.385986328125,3311.401074693118,3239.938607250801,3288.726976260662,7865804
2023-09-04,3335.14111328125,3357.5247059481107,3265.5198554753442,3273.2232198247384,8049001
2023-09-11,3486.690185546875,3495.4595255128456,3338.1451035804735,3354.6178080103336,13572167
2023-09-18,3491.87451171875,3521.040986446982,3418.571063002395,3469.006661288021,7038305
2023-09-25,3419.15185546875,3507.7167642255877,3396.8167608028293,3490.7595699233925,8505518
2023-10-02,3509.0732421875,3522.2030027926003,3369.4430014489503,3419.151852589411,8802745
2023-10-09,3460.091796875,3564.8871760420097,3415.6638476618878,3531.990262326362,15639277
2023-10-16,3386.157958984375,3463.773317959237,3337.2243410537762,3455.3917136735727,7747170
2023-10-23,3255.4140625,3379.7647708280297,3235.061396346404,3373.984453306625,5718131
2023-10-30,3255.365234375,3302.093990901173,3216.6028843406248,3254.4909883845044,6122240
2023-11-06,3238.41259765625,3307.0968784711436,3227.6292032799515,3278.7780459243213,6734804
2023-11-13,3402.59423828125,3428.7274549474955,3232.146408537272,3260.3196113769413,9064068
2023-11-20,3358.537353515625,3442.959719022545,3354.554150616492,3391.713634039915,9800445
2023-11-27,3411.531982421875,3417.7010373812946,3335.1244062905016,3358.537404801234,7569205
2023-12-04,3523.302001953125,3541.080312687416,3398.271312422656,3443.5912166142184,8508249
2023-12-11,3750.922119140625,3784.875640226735,3461.418158637153,3519.6103028059006,19011963
2023-12-18,3714.97705078125,3816.983481307409,3636.626492111067,3748.1049483289407,11042750
2023-12-25,3685.24951171875,3728.5780540136852,3658.047795847884,3714.9771960782523,5837092
2024-01-01,3631.33203125,3722.74932643991,3546.9096531399036,3681.9467503150468,9534321
2024-01-08,3772.10107421875,3793.910975286704,3567.6994546171877,3631.3320437936245,12322335
2024-01-15,3830.633056640625,3851.9572111680627,3703.8536326664935,3847.0997619736518,12873958
2024-01-22,3710.224609375,3839.488003486446,3679.454470939595,3839.488003486446,7481717
2024-01-29,3862.126953125,3879.751422088452,3681.5477619243165,3700.9737365570704,10707343
2024-02-05,4025.130615234375,4074.83962218713,3858.03750881204,3878.3884856135583,12735955
2024-02-12,4019.87158203125,4060.4765375898396,3943.141424213443,4021.5271223611603,6061552
2024-02-19,3945.67333984375,4021.5272329970676,3866.703303203718,4014.759581732209,9372002
2024-02-26,3986.81396484375,4045.77345808173,3878.1449899877507,3929.9964043915793,12094968
2024-03-04,4000.689208984375,4015.684638488746,3854.4827015391425,3997.183666584942,8253239
2024-03-11,4108.43310546875,4129.611850516791,3978.68286281811,3981.604069031633,15473880
2024-03-18,3808.181640625,4143.0006494768795,3753.7499274301354,4104.53810158233,21958093
2024-03-25,3774.49072265625,3843.041602341821,3728.822388015847,3808.181826145381,9721283
2024-04-01,3874.73681640625,3922.839252880008,3749.85524407375,3795.328642359869,12716888
2024-04-08,3896.3046875,3926.733918383186,3815.0952512103004,3878.3880514473267,10636316
2024-04-15,3725.706298828125,3957.4553214712078,3701.0707459342584,3896.3046914802167,13685782
