Price,Close,High,Low,Open,Volume
Ticker,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
Date,,,,,
2023-08-21,1523.701904296875,1557.5618989684053,1520.676967567085,1541.7540882414744,54857068
2023-08-28,1536.5823974609375,1565.1243651496295,1521.6039869585088,1523.7019673809386,117896461
2023-09-04,1584.103515625,1593.3735557704467,1532.5815606441301,1551.5119822379202,94408591
2023-09-11,1621.5252685546875,1629.5755670144895,1584.6890543901384,1589.4704676014742,156988253
2023-09-18,1492.6229248046875,1614.9386468306768,1486.8657178901774,1613.718904650291,143538314
2023-09-25,1489.35400390625,1503.40533819533,1478.3274872135291,1488.0854244228594,97265285
2023-10-02,1496.91650390625,1513.9928951480942,1453.2008946809476,1489.3541020705761,79946577
2023-10-09,1498.5751953125,1514.4318431548104,1475.4000946198926,1491.0127940338598,71412630
2023-10-16,1485.938720703125,1518.09107604961,1466.8130685471526,1494.4280783994714,66660608
2023-10-23,1433.58740234375,1491.7446856437123,1424.9028142019497,1486.6217684894166,69095231
2023-10-30,1447.833984375,1467.593807919124,1426.5129146455413,1427.8302123920598,76571883
2023-11-06,1455.3963623046875,1461.7390216107422,1441.4424641851886,1461.7390216107422,67539025
2023-11-13,1468.667236328125,1482.2307940799262,1449.932042864146,1455.9819168264535,57633543
2023-11-20,1495.0135498046875,1496.0381808672937,1465.203122824553,1476.3759133860885,51465243
2023-11-27,1517.7496337890625,1534.3868458802406,1488.866162398707,1495.013591599867,77088401
2023-12-04,1613.1822509765625,1614.9387274501821,1535.5579262109934,1549.5605433177577,97842380
2023-12-11,1616.451171875,1627.6239625810715,1576.0044497768438,1610.108512548395,131562753
2023-12-18,1630.405029296875,1648.8475557407676,1604.253827208607,1620.500698510761,80711905
2023-12-25,1667.87548828125,1679.7314063167823,1628.1607298001536,1630.404983984268,57071415
2024-01-01,1641.480224609375,1667.777938057772,1627.7215563394896,1664.7041638734852,65247533
2024-01-08,1601.47265625,1641.626592920596,1594.0566475666242,1637.8698108029105,48764372
2024-01-15,1435.051025390625,1642.8950830072472,1432.8554895707312,1607.8152281045664,247229780
2024-01-22,1400.16650390625,1439.003024469393,1346.8393505713161,1435.0511311715456,150207829
2024-01-29,1411.1441650390625,1445.0041607495157,1402.0205172372382,1412.9981969998353,125346900
2024-02-05,1369.6240234375,1418.6089390022926,1353.4258717230239,1410.9977004408743,130133060
2024-02-12,1385.529541015625,1393.1406606401683,1330.5435881545818,1365.7697179836166,128555151
2024-02-19,1386.2125244140625,1428.5619953675837,1377.62561121172,1394.4092154236864,108436367
2024-02-26,1396.116943359375,1400.117674013149,1363.4766892369928,1379.3333380782228,84475302
2024-03-04,1411.0953369140625,1417.681944814606,1387.2372270538297,1396.3120375808642,82682861
2024-03-11,1417.48681640625,1435.9780603440386,1388.554507862071,1395.385064120001,187531482
2024-03-18,1407.9239501953125,1420.7556614830319,1390.1645520729523,1411.9735179711174,88065365
2024-03-25,1412.851806640625,1425.1467841736378,1386.84687915562,1407.9240005144202,87302550
2024-04-01,1512.041259765625,1516.87139120369,1420.3653650711472,1422.7072939047798,130000185
2024-04-08,1482.181884765625,1519.5548334364416,1476.815019083236,1517.3104601412629,55629521
2024-04-15,1494.2330322265625,1497.7945841579467,1444.4187131359706,1461.2999928289344,56485726
2024-04-22,1473.25341796875,1519.7011755917824,1466.861921405091,1519.7011755917824,75933488
2024-04-29,1482.8160400390625,1503.3077071495554,1470.0820040896622,1478.3274129712804,76870490
2024-05-06,1403.0938720703125,1497.3555255131532,1392.262585151665,1485.1581035066922,86259873
2024-05-13,1450.097412109375,1452.026145136147,1414.7364211770746,1416.4178745469774,74283440
2024-05-20,1500.6907958984375,1503.3614887492201,1432.3922242679328,1448.1686187373464,77844191
2024-05-27,1514.8846435546875,1528.1882404579842,1481.35349879041,1506.7737985711244,100138494
2024-06-03,1556.229736328125,1581.600652748574,1438.1784547194663,1581.600652748574,163467616
2024-06-10,1579.5235595703125,1581.6006845385634,1535.3098844991632,1556.8727188641017,70470283
2024-06-17,1647.6243896484375,1663.1535041416514,1572.1545884294158,1579.5235948100224,107793214
2024-06-24,1665.47802734375,1698.2672139223653,1627.8420145008333,1629.0784128104951,116106952
2024-07-01,1630.1663818359375,1774.4788133826275,1624.3305577995975,1661.7192901241997,159208861
2024-07-08,1605.042724609375,1636.941799870498,1583.5788990095507,1627.3969018510943,116686447
2024-07-15,1589.8104248046875,1612.0655940148083,1581.7490838090619,1605.8340983391663,61022617
2024-07-22,1600.5423583984375,1633.0348817148008,1570.7699113538586,1599.4048478091051,118410726
2024-07-29,1641.09619140625,1652.322663655626,1580.9083472017985,1597.42657994842,106875939
2024-08-05,1632.2435302734375,1644.45924206239,1575.9627762909747,1622.253456164928,94708758
2024-08-12,1614.3404541015625,1657.7132808638023,1583.7272815161707,1634.023938526404,76777456
2024-08-19,1607.3673095703125,1628.0892969792849,1600.196199361868,1619.8301804048601,69950811
2024-08-26,1619.08837890625,1643.915233433648,1603.5097598168518,1614.4394487010238,289726701
2024-09-02,1619.1376953125,1631.9468540338603,1605.5373141312618,1628.8806104250398,72460602
2024-09-09,1647.8221435546875,1655.7845968722977,1612.3622645980308,1620.1763259718182,64455411
2024-09-16,1722.2532958984375,1725.962490730009,1645.9428908238567,1648.8607424612185,83746223
2024-09-23,1733.578857421875,1768.544178183302,1721.3137617916618,1729.9685501356796,79741422
2024-09-30,1639.612548828125,1732.3918054420965,1635.0131229726287,1729.7707376219953,74056224
2024-10-07,1633.034912109375,1647.3276284885076,1595.4484029269668,1634.2218062077993,105372852
2024-10-14,1663.5491943359375,1689.3651672160674,1636.0022638006374,1638.0300053506462,49077388
2024-10-21,1724.429443359375,1749.4046887620807,1686.4967680545608,1696.3384501243634,90211230
