Price,Close,High,Low,Open,Volume
2024-03-04,47835.80078125,48161.25,47191.6484375,47318.5,783000
2024-03-11,46594.1015625,47853.80078125,46310.5,47792.19921875,1245700
2024-03-18,46863.75,46990.25,45828.80078125,46458.75,831400
2024-03-25,47124.6015625,47440.44921875,46529.05078125,46552.94921875,804800
2024-04-01,48493.05078125,48557.3984375,47279.80078125,47391.05078125,135095200
2024-04-08,48564.55078125,49057.3984375,48424.6484375,48586.75,866100
2024-04-15,47574.1484375,48255.5,46579.05078125,48057.5,734200
2024-04-22,48201.05078125,48679.6484375,47628.44921875,48145.69921875,976500
2024-04-29,48923.55078125,49974.75,48342.69921875,48359.8984375,1244900
2024-05-06,47421.1015625,49252.6484375,47313.3515625,49174.55078125,1348300
2024-05-13,48115.6484375,48188.6484375,46983.25,47389.80078125,925400
2024-05-20,48971.6484375,49052.94921875,47435.25,47927.1015625,691200
2024-05-27,48983.94921875,49688.8515625,48313.6015625,49105.8984375,1019900
2024-06-03,49803.19921875,51133.19921875,46077.8515625,50889.8515625,2073800
2024-06-10,50002.0,50252.94921875,49530.44921875,49808.1484375,816700
2024-06-17,51661.44921875,51957.0,49900.19921875,50194.3515625,1149800
2024-06-24,52342.25,53180.75,51138.8984375,51280.25,1172400
2024-07-01,52660.3515625,53357.69921875,51996.6484375,52351.1484375,363300
2024-07-08,52278.8984375,52794.55078125,51749.44921875,52533.1015625,840400
2024-07-15,52265.6015625,52782.75,52146.30078125,52330.05078125,618400
2024-07-22,51295.94921875,52547.55078125,50438.30078125,52145.6015625,1079400
2024-07-29,51350.1484375,52340.25,51087.8515625,51546.6484375,1287300
2024-08-05,50484.5,50747.55078125,49659.05078125,50586.25,836600
2024-08-12,50516.8984375,50830.69921875,49654.6484375,50412.6015625,580200
2024-08-19,50933.44921875,51117.8515625,50283.55078125,50683.55078125,661900
2024-08-26,51351.0,51466.55078125,50938.1015625,51100.6484375,962000
2024-09-02,50576.8515625,51750.1015625,50447.30078125,51579.5,752700
2024-09-09,51938.05078125,51994.1015625,50369.3984375,50549.25,716700
2024-09-16,53793.19921875,54066.1015625,51921.44921875,52038.69921875,847100
2024-09-23,53834.30078125,54467.3515625,53741.3984375,53917.8984375,928800
2024-09-30,51462.05078125,53726.3984375,51347.25,53556.94921875,947600
2024-10-07,51172.30078125,51784.80078125,50194.30078125,51543.19921875,1025000
2024-10-14,52094.19921875,52199.44921875,51000.8984375,51263.25,569300
2024-10-21,50787.44921875,52577.5,50382.1015625,52361.1015625,1001200
2024-10-28,51673.8984375,52354.8515625,51012.55078125,51061.3515625,1441200
2024-11-04,51561.19921875,52493.94921875,50865.44921875,51764.5,1102300
2024-11-11,50179.55078125,52177.69921875,49904.3984375,51562.69921875,633100
2024-11-18,51135.3984375,51271.5,49787.1015625,50312.44921875,785300
2024-11-25,52055.6015625,52760.19921875,51759.44921875,52046.3515625,1034800
2024-12-02,53509.5,53888.30078125,51693.94921875,52087.6484375,869700
2024-12-09,53583.80078125,53775.1015625,52264.55078125,53380.75,584600
2024-12-16,50759.19921875,53738.8984375,50609.3515625,53502.5,725600
2024-12-23,51311.30078125,51740.0,50951.80078125,51044.3984375,301100
2024-12-30,50988.80078125,51979.75,50599.80078125,51255.3515625,704200
2025-01-06,48734.1484375,51026.1015625,48631.19921875,50990.6484375,698400
2025-01-13,48540.6015625,49459.0,47898.3515625,48264.25,743100
2025-01-20,48367.80078125,49650.6015625,48074.05078125,48834.1484375,724000
2025-01-27,49587.19921875,49674.80078125,47844.1484375,47881.6484375,1178800
2025-02-03,50158.8515625,50641.75,48906.05078125,49074.80078125,764700
2025-02-10,49099.44921875,50155.6484375,48719.75,50052.5,611100
2025-02-17,48981.19921875,49628.25,48525.6015625,48880.3984375,543200
2025-02-24,48344.69921875,48972.55078125,48078.69921875,48619.80078125,676800
2025-03-03,48497.5,48839.1015625,47841.30078125,48478.6015625,661500
2025-03-10,48060.3984375,48599.1484375,47702.8984375,48312.0,735400
2025-03-17,50593.55078125,50672.1484375,48196.1015625,48219.55078125,756700
2025-03-24,51564.8515625,52063.94921875,50795.8984375,50982.69921875,1105500
2025-03-31,51502.69921875,51893.6015625,50742.0,51178.1484375,807000
2025-04-07,51002.3515625,51244.69921875,49156.94921875,49336.1015625,680900
2025-04-14,54290.19921875,54407.19921875,51863.30078125,52299.0,699200
2025-04-21,54664.05078125,56098.69921875,54176.44921875,54891.25,966700
2025-04-28,55115.3515625,55957.75,54582.3515625,54610.30078125,720200
2025-05-05,53595.25,55345.5,53483.05078125,55065.80078125,1088500
2025-05-12,55354.8984375,55499.6484375,54442.30078125,54658.75,809200
2025-05-19,55398.25,55695.55078125,54576.6015625,55326.05078125,638100
2025-05-26,55749.69921875,55875.75,55037.8515625,55534.8984375,831300
2025-06-02,56578.3984375,56695.0,55400.55078125,55598.25,1063900
2025-06-09,55527.3515625,57049.5,55149.30078125,57049.5,766100
2025-06-16,56252.8515625,56328.19921875,55381.44921875,55554.1015625,623200
2025-06-23,57443.8984375,57475.3984375,55779.25,55832.3515625,732900
2025-06-30,57031.8984375,57628.3984375,56623.6015625,57529.94921875,879700
2025-07-07,56754.69921875,57363.69921875,56607.75,56938.69921875,497400
2025-07-14,56283.0,57276.55078125,56204.8515625,56780.75,679900
2025-07-21,56846.69921875,57286.1484375,56255.69921875,56558.8984375,266500
