Price,Close,High,Low,Open,Volume
Ticker,^NSEBANK,^NSEBANK,^NSEBANK,^NSEBANK,^NSEBANK
Date,,,,,
2023-08-21,44231.44921875,44949.8984375,43952.05078125,44064.5,585300
2023-08-28,44436.1015625,44779.6484375,43830.75,44253.6484375,1482300
2023-09-04,45156.3984375,45383.3515625,44207.25,44647.6484375,825700
2023-09-11,46231.5,46310.3984375,45231.30078125,45340.80078125,1458200
2023-09-18,44612.05078125,46252.94921875,44548.8984375,46100.94921875,1189900
2023-09-25,44584.55078125,44936.55078125,44182.5,44615.0,1222800
2023-10-02,44360.6015625,44566.30078125,43857.5,44561.5,903800
2023-10-09,44287.94921875,44710.55078125,43796.75,44057.80078125,833300
2023-10-16,43723.05078125,44589.8515625,43558.1015625,44204.75,787100
2023-10-23,42782.0,43831.30078125,42105.3984375,43822.69921875,910700
2023-10-30,43318.25,43416.1015625,42390.5,42721.3984375,760400
2023-11-06,43820.1015625,43908.69921875,43283.8515625,43627.75,710400
2023-11-13,43583.94921875,44420.94921875,43513.8515625,43915.1015625,743800
2023-11-20,43769.1015625,43806.5,43230.94921875,43591.5,552500
2023-11-27,44814.19921875,44951.1015625,43739.80078125,43851.55078125,851600
2023-12-04,47262.0,47303.6484375,45484.19921875,45671.5,1307900
2023-12-11,48143.55078125,48219.94921875,46886.8984375,47233.30078125,1073800
2023-12-18,47491.8515625,48166.1484375,46919.69921875,48068.5,963400
2023-12-25,48292.25,48636.44921875,47411.6484375,47576.3984375,868700
2024-01-01,48159.0,48381.94921875,47481.3515625,48194.80078125,773200
2024-01-08,47709.80078125,48154.5,47010.80078125,48096.6484375,881700
2024-01-15,45701.1484375,48305.3984375,45430.69921875,47891.05078125,1462800
2024-01-22,44866.1484375,46580.30078125,44429.0,46495.44921875,1158100
2024-01-29,45970.94921875,46892.3515625,45071.19921875,45171.5,1584700
2024-02-05,45634.55078125,46181.19921875,44859.1484375,45962.25,1324100
2024-02-12,46384.8515625,46693.3984375,44633.8515625,45664.30078125,1363800
2024-02-19,46811.75,47363.3984375,46367.80078125,46444.8984375,748500
2024-02-26,47286.8984375,47342.25,45661.75,46615.8515625,1265500
