Date,Open,Close
2025-01-01,1673.65,1650.75
2025-01-02,1720.4,1673.65
2025-01-03,1771.15,1725.0
2025-01-04,1738.5,1742.93
2025-01-05,1705.85,1760.87
2025-01-06,1673.2,1778.8
2025-01-07,1735.3,1680.55
2025-01-08,1701.7,1730.0
2025-01-09,1723.9,1700.85
2025-01-10,1676.3,1714.0
2025-01-11,1644.05,1701.43
2025-01-12,1611.8,1688.87
2025-01-13,1579.55,1676.3
2025-01-14,1608.0,1590.35
2025-01-15,1629.65,1622.0
2025-01-16,1648.05,1647.0
2025-01-17,1691.0,1647.0
2025-01-18,1698.1,1662.98
2025-01-19,1705.2,1678.97
2025-01-20,1712.3,1694.95
2025-01-21,1682.9,1701.0
2025-01-22,1611.6,1667.6
2025-01-23,1622.7,1615.0
2025-01-24,1599.55,1622.0
2025-01-25,1577.47,1598.0
2025-01-26,1555.38,1574.0
2025-01-27,1533.3,1550.0
2025-01-28,1491.15,1541.0
2025-01-29,1532.95,1495.4
2025-01-30,1531.5,1539.5
2025-01-31,1624.1,1520.0
2025-02-01,1606.85,1625.0
2025-02-02,1588.08,1617.5
2025-02-03,1569.3,1610.0
2025-02-04,1554.5,1572.0
2025-02-05,1564.65,1567.6
2025-02-06,1573.9,1572.4
2025-02-07,1547.2,1579.7
2025-02-08,1537.65,1568.13
2025-02-09,1528.1,1556.57
2025-02-10,1518.55,1545.0
2025-02-11,1467.4,1540.3
2025-02-12,1423.2,1475.0
2025-02-13,1416.1,1416.0
2025-02-14,1351.1,1418.95
2025-02-15,1321.08,1388.32
2025-02-16,1291.07,1357.68
2025-02-17,1261.05,1327.05
2025-02-18,1233.9,1273.0
2025-02-19,1288.8,1222.7
2025-02-20,1470.55,1288.75
2025-02-21,1415.85,1470.0
2025-02-22,1403.62,1446.3
2025-02-23,1391.38,1422.6
2025-02-24,1379.15,1398.9
2025-02-25,1396.8,1375.0
2025-02-26,1381.98,1385.9
2025-02-27,1367.15,1396.8
2025-02-28,1287.9,1360.0
2025-03-01,1281.72,1335.97
2025-03-02,1275.53,1311.93
2025-03-03,1269.35,1287.9
2025-03-04,1277.9,1259.2
2025-03-05,1312.95,1278.75
2025-03-06,1326.7,1339.0
2025-03-07,1380.05,1333.0
2025-03-08,1359.65,1345.33
2025-03-09,1339.25,1357.67
2025-03-10,1318.85,1370.0
2025-03-11,1293.7,1308.0
2025-03-12,1271.7,1308.0
2025-03-13,1257.6,1296.85
2025-03-14,1250.34,1287.04
2025-03-15,1243.08,1277.22
2025-03-16,1235.81,1267.41
2025-03-17,1228.55,1257.6
2025-03-18,1228.55,1228.55
2025-03-19,1295.3,1260.0
2025-03-20,1318.85,1324.0
2025-03-21,1344.0,1332.05
2025-03-22,1376.53,1347.13
2025-03-23,1409.07,1362.22
2025-03-24,1441.6,1377.3
2025-03-25,1363.7,1455.95
2025-03-26,1315.75,1370.0
2025-03-27,1303.3,1315.0
2025-03-28,1281.15,1305.95
2025-03-29,1296.91,1303.21
2025-03-30,1312.67,1300.47
2025-03-31,1328.44,1297.74
2025-04-01,1344.2,1295.0
2025-04-02,1339.75,1347.05
2025-04-03,1326.15,1333.0
2025-04-04,1280.45,1315.2
2025-04-05,1269.85,1266.65
2025-04-06,1259.25,1218.1
2025-04-07,1248.65,1169.55
2025-04-08,1274.5,1291.0
2025-04-09,1290.7,1288.1
2025-04-10,1306.72,1304.05
2025-04-11,1322.75,1320.0
2025-04-12,1334.81,1329.25
2025-04-13,1346.88,1338.5
2025-04-14,1358.94,1347.75
2025-04-15,1371.0,1357.0
2025-04-16,1412.0,1400.0
2025-04-17,1404.1,1413.0
2025-04-18,1407.95,1416.75
2025-04-19,1411.8,1420.5
2025-04-20,1415.65,1424.25
2025-04-21,1419.5,1428.0
2025-04-22,1428.5,1429.0
2025-04-23,1436.2,1436.0
2025-04-24,1427.1,1436.2
2025-04-25,1420.8,1453.5
2025-04-26,1424.8,1444.0
2025-04-27,1428.8,1434.5
2025-04-28,1432.8,1425.0
2025-04-29,1469.9,1433.0
2025-04-30,1421.3,1481.0
2025-05-01,1412.9,1452.8
2025-05-02,1404.5,1424.6
2025-05-03,1410.4,1417.73
2025-05-04,1416.3,1410.87
2025-05-05,1422.2,1404.0
2025-05-06,1394.0,1411.0
2025-05-07,1382.1,1358.2
2025-05-08,1394.6,1390.1
2025-05-09,1433.5,1389.0
2025-05-10,1440.6,1413.8
2025-05-11,1447.7,1438.6
2025-05-12,1454.8,1463.4
2025-05-13,1493.9,1456.8
2025-05-14,1521.8,1515.0
2025-05-15,1551.9,1548.8
2025-05-16,1636.4,1560.0
2025-05-17,1635.87,1594.67
2025-05-18,1635.33,1629.33
2025-05-19,1634.8,1664.0
2025-05-20,1625.0,1636.0
2025-05-21,1646.9,1630.2
2025-05-22,1663.3,1647.0
2025-05-23,1663.0,1677.9
2025-05-24,1648.13,1676.93
2025-05-25,1633.27,1675.97
2025-05-26,1618.4,1675.0
2025-05-27,1649.4,1621.0
2025-05-28,1657.0,1651.0
2025-05-29,1664.4,1657.9
2025-05-30,1640.8,1664.4
2025-05-31,1638.37,1656.53
2025-06-01,1635.93,1648.67
2025-06-02,1633.5,1640.8
2025-06-03,1623.9,1637.7
2025-06-04,1682.2,1632.0
2025-06-05,1763.4,1698.1
2025-06-06,1770.7,1769.0
2025-06-07,1770.57,1770.0
2025-06-08,1770.43,1771.0
2025-06-09,1770.3,1772.0
2025-06-10,1759.9,1787.5
2025-06-11,1721.9,1761.6
2025-06-12,1681.0,1725.0
2025-06-13,1683.7,1630.0
2025-06-14,1685.93,1653.33
2025-06-15,1688.17,1676.67
2025-06-16,1690.4,1700.0
2025-06-17,1692.0,1690.0
2025-06-18,1692.9,1692.0
2025-06-19,1719.1,1690.0
2025-06-20,1716.7,1725.0
2025-06-21,1704.9,1710.0
2025-06-22,1693.1,1695.0
2025-06-23,1681.3,1680.0
2025-06-24,1630.3,1700.0
2025-06-25,1613.6,1640.0
2025-06-26,1616.5,1620.0
2025-06-27,1590.0,1625.0
2025-06-28,1588.87,1610.0
2025-06-29,1587.73,1595.0
2025-06-30,1586.6,1580.0
2025-07-01,1590.5,1594.5
2025-07-02,1584.3,1591.1
2025-07-03,1584.5,1591.0
2025-07-04,1577.3,1596.0
2025-07-05,1572.87,1591.33
2025-07-06,1568.43,1586.67
2025-07-07,1564.0,1582.0
2025-07-08,1575.3,1564.9
2025-07-09,1576.0,1582.0
2025-07-10,1567.5,1580.0
2025-07-11,1538.0,1567.1
2025-07-12,1531.03,1557.4
2025-07-13,1524.07,1547.7
2025-07-14,1517.1,1538.0
2025-07-15,1536.5,1517.1
2025-07-16,1538.4,1544.9
2025-07-17,1537.5,1546.4
2025-07-18,1556.9,1534.9
2025-07-19,1547.83,1541.97
2025-07-20,1538.77,1549.03
2025-07-21,1529.7,1556.1
2025-07-22,1533.0,1527.6
2025-07-23,1525.0,1533.0
2025-07-24,1516.6,1533.8
2025-07-25,1503.7,1524.6
