Date,Open,High,Low,Close
2025-06-16,216.94000244140625,218.77000427246094,210.0,215.16000366210938
2025-06-17,216.22999572753906,218.47999572753906,210.0500030517578,210.6300048828125
2025-06-18,210.52000427246094,212.60000610351562,208.5,209.22000122070312
2025-06-19,209.1999969482422,210.92999267578125,201.33999633789062,201.9199981689453
2025-06-20,201.5500030517578,205.64999389648438,199.5,203.55999755859375
2025-06-23,201.6999969482422,205.4199981689453,200.10000610351562,204.8800048828125
2025-06-24,206.0500030517578,209.99000549316406,205.8000030517578,206.16000366210938
2025-06-25,206.99000549316406,214.35000610351562,206.99000549316406,213.30999755859375
2025-06-26,214.14999389648438,215.5,210.0,211.02999877929688
2025-06-27,212.89999389648438,213.4199981689453,210.10000610351562,211.25
2025-06-30,212.0500030517578,216.0,212.0500030517578,214.4199981689453
2025-07-01,215.38999938964844,218.7100067138672,212.39999389648438,214.5
2025-07-02,214.5,216.0,210.50999450683594,211.47999572753906
2025-07-03,211.47999572753906,212.9499969482422,209.35000610351562,210.10000610351562
2025-07-04,209.5500030517578,211.49000549316406,208.89999389648438,209.7899932861328
2025-07-07,211.0,211.8800048828125,206.0,206.72000122070312
2025-07-08,207.75,208.50999450683594,204.11000061035156,205.55999755859375
2025-07-09,205.50999450683594,206.97999572753906,204.5500030517578,205.2899932861328
2025-07-10,206.35000610351562,206.6999969482422,203.75,204.0399932861328
2025-07-11,204.5,204.99000549316406,201.11000061035156,202.41000366210938
2025-07-14,202.5,204.0,200.0,202.27000427246094
