Date,Open,High,Low,Close
2025-06-16,176.9499969482422,177.52000427246094,173.0500030517578,175.27000427246094
2025-06-17,175.5,177.3300018310547,173.64999389648438,174.4600067138672
2025-06-18,174.0500030517578,175.47999572753906,172.39999389648438,173.32000732421875
2025-06-19,173.58999633789062,174.10000610351562,170.0,171.4600067138672
2025-06-20,170.00999450683594,171.89999389648438,168.25,169.25
2025-06-23,168.99000549316406,170.3000030517578,168.27000427246094,169.08999633789062
2025-06-24,171.0,202.89999389648438,171.0,202.6300048828125
2025-06-25,202.0,214.60000610351562,198.10000610351562,207.2899932861328
2025-06-26,207.5,211.55999755859375,204.61000061035156,207.61000061035156
2025-06-27,208.39999389648438,216.9600067138672,204.8000030517578,205.8000030517578
2025-06-30,208.08999633789062,213.35000610351562,205.80999755859375,209.2100067138672
2025-07-01,210.25,213.0,210.0,211.41000366210938
2025-07-02,211.49000549316406,235.0,210.4199981689453,227.77999877929688
2025-07-03,227.88999938964844,231.97999572753906,223.38999938964844,225.13999938964844
2025-07-04,225.11000061035156,226.27999877929688,218.94000244140625,220.8699951171875
2025-07-07,222.99000549316406,239.1999969482422,222.99000549316406,233.13999938964844
2025-07-08,232.49000549316406,240.0500030517578,231.0,238.47999572753906
2025-07-09,238.0,242.0,233.6999969482422,240.6199951171875
2025-07-10,240.6199951171875,241.27000427246094,235.5,236.83999633789062
2025-07-11,234.39999389648438,238.47000122070312,229.2100067138672,233.14999389648438
2025-07-14,235.6999969482422,235.97999572753906,231.3699951171875,235.97999572753906
